"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"Citizens for Community Values","Cincinnati","Hamilton","Ohio","","Anti-LGBTQ",2016,"Cincinnati, Ohio"
"Citizens for National Security","Boca Raton","Palm Beach","Florida","","Anti-Muslim",2016,"Boca Raton, Florida"
"Clarion Project","Washington","District of Columbia","District of Columbia","","Anti-Muslim",2016,"Washington, District of Columbia"
"Colorado Alliance for Immigration Reform","Lakewood","Jefferson","Colorado","","Anti-Immigrant",2016,"Lakewood, Colorado"
"Committee for Open Debate on the Holocaust","San Diego","San Diego","California","","Holocaust Denial",2016,"San Diego, California"
"Committee for Open Debate on the Holocaust","York","York","Pennsylvania","","Holocaust Denial",2016,"York, Pennsylvania"
"Committee to End the CSI Refugee Center","Buhl","Twin Falls","Idaho","","Anti-Muslim",2016,"Buhl, Idaho"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Middlesex","Massachusetts","","General Hate ",2016,"Framingham, Massachusetts"
"Confederate Hammerskins","Nashville","Davidson","Tennessee","","Racist Skinhead ",2016,"Nashville, Tennessee"
"Confederate White Knights of the Ku Klux Klan","Auburn","DeKalb","Indiana","","Ku Klux Klan ",2016,"Auburn, Indiana"
"Confederate White Knights of the Ku Klux Klan","Greenwood","Sebastian","Arkansas","","Ku Klux Klan ",2016,"Greenwood, Arkansas"
"Confederate White Knights of the Ku Klux Klan","Madison","Jefferson","Indiana","","Ku Klux Klan ",2016,"Madison, Indiana"
"Confederate White Knights of the Ku Klux Klan","Morehead","Rowan","Kentucky","","Ku Klux Klan ",2016,"Morehead, Kentucky"
"Confederate White Knights of the Ku Klux Klan","Richmond","Richmond","Virginia","","Ku Klux Klan ",2016,"Richmond, Virginia"
"Confederate White Knights of the Ku Klux Klan","Rosedale","Baltimore","Maryland","","Ku Klux Klan ",2016,"Rosedale, Maryland"
"Confederate White Knights of the Ku Klux Klan","St. Martinville","St. Martin","Louisiana","","Ku Klux Klan ",2016,"St. Martinville, Louisiana"
"Confederate White Knights of the Ku Klux Klan","Sikeston","Scott","Missouri","","Ku Klux Klan ",2016,"Sikeston, Missouri"
"Confederate White Knights of the Ku Klux Klan","Toms River","Ocean","New Jersey","","Ku Klux Klan ",2016,"Toms River, New Jersey"
"Confederate White Knights of the Ku Klux Klan","Vale","Lincoln","North Carolina","","Ku Klux Klan ",2016,"Vale, North Carolina"
"Confederate White Knights of the Ku Klux Klan","Walterboro","Colleton","South Carolina","","Ku Klux Klan ",2016,"Walterboro, South Carolina"
"Conservative Citizens Foundation, Inc.","Bridgeton","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ",2016,"Bridgeton, Missouri"
"Conservative Republicans of Texas","Houston","Harris","Texas","","Anti-LGBTQ",2016,"Houston, Texas"
"Council of Conservative Citizens","Eufaula","Barbour","Alabama","Council of Conservative Citizens","White Nationalist ",2016,"Eufaula, Alabama"
"Council of Conservative Citizens","Franklin","Williamson","Tennessee","Council of Conservative Citizens","White Nationalist ",2016,"Franklin, Tennessee"
"Council of Conservative Citizens","New York","Queens","New York","Council of Conservative Citizens","White Nationalist ",2016,"New York, New York"
"Council of Conservative Citizens","Silver Spring","Montgomery","Maryland","Council of Conservative Citizens","White Nationalist ",2016,"Silver Spring, Maryland"
"Council of Conservative Citizens","St. Louis","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ",2016,"St. Louis, Missouri"
"Counter Jihad Coalition","Santa Monica","Los Angeles","California","","Anti-Muslim",2016,"Santa Monica, California"
"Counter-Currents Publishing","New York","Queens","New York","","White Nationalist ",2016,"New York, New York"
"Counter-Currents Publishing","San Francisco","San Francisco","California","","White Nationalist ",2016,"San Francisco, California"
"Counter-Currents Publishing","Seattle","King","Washington","","White Nationalist ",2016,"Seattle, Washington"
"Covenant People's Ministry","Brooks","Fayette","Georgia","","Christian Identity ",2016,"Brooks, Georgia"
"The Creativity Movement","Bloomington","McLean","Illinois","","Neo-Nazi",2016,"Bloomington, Illinois"
"Crew 38","Chicago","Cook","Illinois","","Racist Skinhead ",2016,"Chicago, Illinois"
"Crew 38","Wichita","Sedgwick","Kansas","","Racist Skinhead ",2016,"Wichita, Kansas"
"Cultural Studies Press","New York","Queens","New York","","General Hate ",2016,"New York, New York"
"Culture Wars/Fidelity Press","South Bend","St. Joseph","Indiana","","Radical Traditional Catholicism ",2016,"South Bend, Indiana"
"D. James Kennedy Ministries (formerly Truth in Action)","Fort Lauderdale","Broward","Florida","","Anti-LGBTQ",2016,"Fort Lauderdale, Florida"
"David Horowitz Freedom Center","Los Angeles","Los Angeles","California","","Anti-Muslim",2016,"Los Angeles, California"
"Deir Yassin Remembered","Ann Arbor","Washtenaw","Michigan","","Holocaust Denial",2016,"Ann Arbor, Michigan"
"Deir Yassin Remembered","Geneva","Ontario","New York","","Holocaust Denial",2016,"Geneva, New York"
"Divine International Church of the Web","Morton","Tazewell","Illinois","","Christian Identity ",2016,"Morton, Illinois"
"Divine Truth Ministries","Bainbridge","Geauga","Ohio","","Christian Identity ",2016,"Bainbridge, Ohio"
"Dixie Republic","Travelers Rest","Greenville","South Carolina","","Neo-Confederate",2016,"Travelers Rest, South Carolina"
"East Coast Knights of the True Invisible Empire","Annapolis","Anne Arundel","Maryland","","Ku Klux Klan ",2016,"Annapolis, Maryland"
"East Coast Knights of the True Invisible Empire","Girardville","Schuylkill","Pennsylvania","","Ku Klux Klan ",2016,"Girardville, Pennsylvania"
"East Coast Knights of the True Invisible Empire","Nassau","Sussex","Delaware","","Ku Klux Klan ",2016,"Nassau, Delaware"
"East Coast Knights of the True Invisible Empire","Venus","Johnson","Texas","","Ku Klux Klan ",2016,"Venus, Texas"
"Euro Folk Radio","Chicago","Cook","Illinois","","Christian Identity ",2016,"Chicago, Illinois"
"European American Action Coalition","Pittston","Luzerne","Pennsylvania","","White Nationalist ",2016,"Pittston, Pennsylvania"
"European American Front","Baldwyn","Lee","Mississippi","","White Nationalist ",2016,"Baldwyn, Mississippi"
"European-American Evangelistic Crusades","Sheridan","Placer","California","","General Hate ",2016,"Sheridan, California"
"Faith and Heritage","Killeen","Bell","Texas","","White Nationalist ",2016,"Killeen, Texas"
"Faith Baptist Church (formerly Sons of Thundr)","Greenville","Meriwether","Georgia","","Anti-LGBTQ",2016,"Greenville, Georgia"
"Faith Freedom","Bellevue","King","Washington","","Anti-Muslim",2016,"Bellevue, Washington"
"Faith2Action","North Royalton","Cuyahoga","Ohio","","Anti-LGBTQ",2016,"North Royalton, Ohio"
"Faithful Word Baptist Church","Tempe","Maricopa","Arizona","","Anti-LGBTQ",2016,"Tempe, Arizona"
"Family Research Council","Washington","District of Columbia","District of Columbia","Family Research Council","Anti-LGBTQ",2016,"Washington, District of Columbia"
"Family Research Institute","Colorado Springs","El Paso","Colorado","","Anti-LGBTQ",2016,"Colorado Springs, Colorado"
"Family Security Matters","Washington","District of Columbia","District of Columbia","Family Security Matters","Anti-Muslim",2016,"Washington, District of Columbia"
"Family Watch International","Gilbert","Maricopa","Arizona","Family Watch International","Anti-LGBTQ",2016,"Gilbert, Arizona"
"The Fatima Crusader","Constable","Franklin","New York","","Radical Traditional Catholicism ",2016,"Constable, New York"
"Federation for American Immigration Reform","Washington","District of Columbia","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant",2016,"Washington, District of Columbia"
"Fellowship of God's Covenant People","Union","Boone","Kentucky","","Christian Identity ",2016,"Union, Kentucky"
"Firm 22","New York","Queens","New York","","Racist Skinhead ",2016,"New York, New York"
"The Fitzgerald Griffin Foundation","Vienna","Fairfax","Virginia","","White Nationalist ",2016,"Vienna, Virginia"
"Fortress of Faith","Bellingham","Whatcom","Washington","","Anti-Muslim",2016,"Bellingham, Washington"
"Forza Nuova","Phoenix","Maricopa","Arizona","","White Nationalist ",2016,"Phoenix, Arizona"
"Foundation for the Marketplace of Ideas","Clinton Township","Macomb","Michigan","","White Nationalist ",2016,"Clinton Township, Michigan"
"Free American","Tucson","Pima","Arizona","","White Nationalist ",2016,"Tucson, Arizona"
"FreeMississippi","Perkinston","Stone","Mississippi","","Neo-Confederate",2016,"Perkinston, Mississippi"
"Fundamentalist Latter Day Saints","Colorado City","Mohave","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2016,"Colorado City, Arizona"
"Fundamentalist Latter Day Saints","Hildale","Washington","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2016,"Hildale, Utah"
"Fundamentalist Latter Day Saints","Pringle","Custer","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2016,"Pringle, South Dakota"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Kent","Michigan","","Neo-Völkisch",2016,"Grand Rapids, Michigan"
"Generations With Vision","Elizabeth","Elbert","Colorado","","Anti-LGBTQ",2016,"Elizabeth, Colorado"
"Georgia Knight Riders Knights of the KKK","Live Oak","Suwannee","Florida","","Ku Klux Klan ",2016,"Live Oak, Florida"
"Golden Dawn","Astoria","Queens","New York","","Neo-Nazi",2016,"Astoria, New York"
"Great Lakes Knights of the Ku Klux Klan","Alpena","Alpena","Michigan","","Ku Klux Klan ",2016,"Alpena, Michigan"
"H.L. Mencken Club","Elizabethtown","Lancaster","Pennsylvania","","White Nationalist ",2016,"Elizabethtown, Pennsylvania"
"Hate Crime Streetwear Productions","Anaheim","Orange","California","","Hate Music ",2016,"Anaheim, California"
"Heritage and Destiny","Silver Spring","Montgomery","Maryland","","White Nationalist ",2016,"Silver Spring, Maryland"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","DuPage","Illinois","","Anti-LGBTQ",2016,"Downers Grove, Illinois"
"Holy Nation of Odin","Kingsburg","Fresno","California","","General Hate ",2016,"Kingsburg, California"
"Hostile Class Productions","Burbank","Cook","Illinois","","Hate Music ",2016,"Burbank, Illinois"
"Identity Evropa","Oakdale","Stanislaus","California","Identity Evropa/American Identity Movement","White Nationalist ",2016,"Oakdale, California"
"IHM Media","Richmond","Cheshire","New Hampshire","","Radical Traditional Catholicism ",2016,"Richmond, New Hampshire"
"IHS Press","Norfolk","Norfolk","Virginia","","Radical Traditional Catholicism ",2016,"Norfolk, Virginia"
"Illinois Family Institute","Carol Stream","DuPage","Illinois","","Anti-LGBTQ",2016,"Carol Stream, Illinois"
"Illinois Family Institute","Peoria","Peoria","Illinois","","Anti-LGBTQ",2016,"Peoria, Illinois"
"Immigration Reform Law Institute","Washington","District of Columbia","District of Columbia","","Anti-Immigrant",2016,"Washington, District of Columbia"
"In the Spirit of Chartres Committee","Carrollton","Isle of Wight","Virginia","","Radical Traditional Catholicism ",2016,"Carrollton, Virginia"
"Insight USA","Longwood","Seminole","Florida","","General Hate ",2016,"Longwood, Florida"
"Institute for Historical Review","Newport Beach","Orange","California","Institute for Historical Review","Holocaust Denial",2016,"Newport Beach, California"
"International Keystone Knights of the KKK","Cedartown","Polk","Georgia","","Ku Klux Klan ",2016,"Cedartown, Georgia"
"International Keystone Knights of the KKK","Vanndale","Cross","Arkansas","","Ku Klux Klan ",2016,"Vanndale, Arkansas"
"Invictus Books","Wentzville","St. Charles","Missouri","","General Hate ",2016,"Wentzville, Missouri"
"Irving Books","Key West","Monroe","Florida","","Holocaust Denial",2016,"Key West, Florida"
"ISD Records","Denison","Grayson","Texas","","Hate Music ",2016,"Denison, Texas"
"Islamthreat.com","Walnut Creek","Contra Costa","California","","Anti-Muslim",2016,"Walnut Creek, California"
"Israel United In Christ","Atlanta","Fulton","Georgia","","",2016,"Atlanta, Georgia"
"Israel United In Christ","Austin","Travis","Texas","","",2016,"Austin, Texas"
"Israel United In Christ","Birmingham","Jefferson","Alabama","","",2016,"Birmingham, Alabama"
"Israel United In Christ","Boston","Suffolk","Massachusetts","","",2016,"Boston, Massachusetts"
"Israel United In Christ","Bronx","Bronx","New York","","",2016,"Bronx, New York"
"Israel United in Christ","Charlotte","Mecklenburg","North Carolina","","",2016,"Charlotte, North Carolina"
"Israel United In Christ","Chicago","Cook","Illinois","","",2016,"Chicago, Illinois"
"Israel United In Christ","Corpus Christi","Nueces","Texas","","",2016,"Corpus Christi, Texas"
"Israel United In Christ","Dallas","Dallas","Texas","","",2016,"Dallas, Texas"
"Israel United In Christ","Denver","Denver","Colorado","","",2016,"Denver, Colorado"
"Israel United In Christ","Detroit","Wayne","Michigan","","",2016,"Detroit, Michigan"
"Israel United In Christ","Hampton","Hampton","Virginia","","",2016,"Hampton, Virginia"
"Israel United In Christ","Heath","Licking","Ohio","","",2016,"Heath, Ohio"
"Israel United In Christ","Houston","Harris","Texas","","",2016,"Houston, Texas"
"Israel United In Christ","Kansas City","Wyandotte","Kansas","","",2016,"Kansas City, Kansas"
"Israel United In Christ","Las Vegas","Clark","Nevada","","",2016,"Las Vegas, Nevada"
"Israel United In Christ","Los Angeles","Los Angeles","California","","",2016,"Los Angeles, California"
"Israel United In Christ","Louisville","Jefferson","Kentucky","","",2016,"Louisville, Kentucky"
"Israel United In Christ","Memphis","Shelby","Tennessee","","",2016,"Memphis, Tennessee"
"Israel United In Christ","Miami","Miami-Dade","Florida","","",2016,"Miami, Florida"
"Israel United In Christ","Mount Vernon","Westchester","New York","","",2016,"Mount Vernon, New York"
"Israel United In Christ","New Orleans","Orleans","Louisiana","","",2016,"New Orleans, Louisiana"
"Israel United In Christ","Newark","Essex","New Jersey","","",2016,"Newark, New Jersey"
"Israel United In Christ","Orlando","Orange","Florida","","",2016,"Orlando, Florida"
"Israel United In Christ","Phoenix","Maricopa","Arizona","","",2016,"Phoenix, Arizona"
"Israel United In Christ","Pittsburgh","Allegheny","Pennsylvania","","",2016,"Pittsburgh, Pennsylvania"
"Israel United In Christ","San Antonio","Bexar","Texas","","",2016,"San Antonio, Texas"
"Israel United In Christ","St. Louis","St. Louis","Missouri","","",2016,"St. Louis, Missouri"
"Israel United In Christ","Tallahassee","Leon","Florida","","",2016,"Tallahassee, Florida"
"Israel United in Christ","Warr Acres","Oklahoma","Oklahoma","","",2016,"Warr Acres, Oklahoma"
"Israel United In Christ","Washington","District of Columbia","District of Columbia","","",2016,"Washington, District of Columbia"
"Israelite Church of God in Jesus Christ","Jersey City","Hudson","New Jersey","","",2016,"Jersey City, New Jersey"
"Israelite Church of God in Jesus Christ","Philadelphia","Philadelphia","Pennsylvania","","",2016,"Philadelphia, Pennsylvania"
"The Israelite Church of God in Jesus Christ","Allentown","Lehigh","Pennsylvania","","",2016,"Allentown, Pennsylvania"
"The Israelite Church of God in Jesus Christ","Baltimore","Baltimore","Maryland","","",2016,"Baltimore, Maryland"
"The Israelite Church of God in Jesus Christ","Fort Myers","Lee","Florida","","",2016,"Fort Myers, Florida"
"The Israelite Church of God in Jesus Christ","Greensboro","Guilford","North Carolina","","",2016,"Greensboro, North Carolina"
"The Israelite Church of God in Jesus Christ","Miami","Miami-Dade","Florida","","",2016,"Miami, Florida"
"The Israelite Church of God in Jesus Christ","Minneapolis","Hennepin","Minnesota","","",2016,"Minneapolis, Minnesota"
"The Israelite Church of God in Jesus Christ","New York","Queens","New York","","",2016,"New York, New York"
"The Israelite Church of God in Jesus Christ","Oklahoma City","Oklahoma","Oklahoma","","",2016,"Oklahoma City, Oklahoma"
"The Israelite Church of God in Jesus Christ","Omaha","Douglas","Nebraska","","",2016,"Omaha, Nebraska"
"The Israelite Church of God in Jesus Christ","Orlando","Orange","Florida","","",2016,"Orlando, Florida"
